"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
35,"unemployed","divorced","university.degree","no","no","no","cellular","apr","tue",253,1,999,1,"failure",-1.8,93.075,-47.1,1.453,5099.1,"no"
47,"blue-collar","married","unknown","unknown","no","no","telephone","may","thu",361,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
36,"unemployed","single","university.degree","no","yes","no","cellular","may","mon",251,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"yes"
43,"blue-collar","married","basic.4y","no","no","no","cellular","may","mon",465,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
35,"admin.","married","high.school","no","no","yes","telephone","jun","fri",78,4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
39,"admin.","married","basic.9y","unknown","yes","no","telephone","may","wed",16,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
92,"retired","divorced","unknown","unknown","no","no","cellular","may","wed",405,3,999,1,"failure",-1.8,93.876,-40,0.697,5008.7,"yes"
32,"technician","married","university.degree","no","no","no","cellular","aug","fri",67,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
37,"unemployed","single","basic.9y","no","yes","no","telephone","jun","mon",144,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
50,"admin.","married","unknown","no","yes","no","cellular","aug","thu",162,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
31,"blue-collar","married","basic.9y","no","no","no","telephone","may","tue",203,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
37,"blue-collar","married","professional.course","no","yes","yes","telephone","may","thu",91,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
49,"technician","divorced","high.school","no","no","no","cellular","aug","tue",109,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.838,5076.2,"no"
32,"blue-collar","married","high.school","unknown","yes","no","telephone","may","fri",109,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
41,"entrepreneur","married","university.degree","unknown","yes","no","telephone","may","thu",126,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
26,"services","single","university.degree","no","yes","no","telephone","may","tue",139,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
42,"entrepreneur","single","unknown","no","no","no","cellular","jul","wed",295,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
33,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","tue",531,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
33,"admin.","single","university.degree","no","no","no","cellular","aug","mon",157,1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
54,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","thu",150,2,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
33,"technician","married","professional.course","no","yes","no","cellular","aug","fri",56,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
31,"admin.","married","university.degree","no","no","no","cellular","aug","mon",145,5,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
49,"admin.","married","university.degree","no","no","no","cellular","aug","wed",66,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
40,"blue-collar","divorced","basic.9y","no","no","no","cellular","nov","fri",74,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
41,"housemaid","married","university.degree","no","yes","no","cellular","aug","thu",36,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
30,"unknown","married","university.degree","no","yes","no","cellular","aug","mon",190,1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
52,"blue-collar","married","basic.4y","no","no","no","cellular","aug","wed",269,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
41,"housemaid","single","basic.4y","unknown","yes","no","cellular","jul","mon",385,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
39,"housemaid","married","basic.4y","no","yes","no","cellular","aug","mon",417,1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
42,"self-employed","married","university.degree","no","yes","no","telephone","jul","thu",30,6,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
53,"blue-collar","divorced","high.school","no","yes","no","cellular","apr","fri",0,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.479,5099.1,"no"
41,"technician","married","university.degree","no","yes","no","cellular","aug","thu",511,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
40,"admin.","single","high.school","no","no","no","telephone","jun","fri",97,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
36,"admin.","single","university.degree","no","yes","yes","cellular","jun","wed",1407,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.739,4991.6,"yes"
35,"technician","married","university.degree","no","yes","no","cellular","aug","tue",55,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
33,"admin.","married","university.degree","no","no","no","cellular","aug","wed",140,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
33,"technician","married","high.school","no","no","no","cellular","apr","mon",211,2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
45,"admin.","married","high.school","no","yes","no","cellular","aug","thu",41,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
33,"technician","single","professional.course","no","yes","no","cellular","may","tue",42,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
40,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","fri",252,3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
44,"self-employed","single","professional.course","no","no","no","cellular","may","mon",230,6,12,1,"success",-1.8,92.893,-46.2,1.354,5099.1,"no"
26,"technician","single","university.degree","no","no","no","cellular","may","fri",199,1,999,1,"failure",-1.8,92.893,-46.2,1.259,5099.1,"yes"
56,"blue-collar","married","basic.9y","no","yes","no","cellular","aug","thu",89,2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
41,"admin.","single","high.school","no","no","no","telephone","may","thu",202,2,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
33,"admin.","single","high.school","no","yes","no","cellular","jul","tue",498,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
34,"blue-collar","married","basic.4y","no","yes","no","cellular","nov","mon",54,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
23,"blue-collar","single","basic.9y","no","yes","no","telephone","jun","wed",83,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
35,"admin.","single","university.degree","no","no","yes","telephone","may","mon",126,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"admin.","single","university.degree","no","no","no","cellular","aug","tue",58,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
40,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","thu",146,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
33,"services","married","professional.course","no","yes","no","cellular","jul","wed",192,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
33,"technician","single","university.degree","no","yes","no","cellular","aug","tue",116,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
33,"entrepreneur","married","university.degree","no","yes","no","cellular","aug","mon",59,7,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
39,"services","married","high.school","no","yes","no","telephone","jul","mon",158,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
42,"management","married","unknown","no","yes","no","cellular","apr","mon",590,2,999,1,"failure",-1.8,93.075,-47.1,1.466,5099.1,"no"
30,"technician","single","professional.course","no","no","no","cellular","may","mon",79,4,999,1,"failure",-1.8,92.893,-46.2,1.354,5099.1,"no"
28,"student","single","high.school","no","yes","no","cellular","jun","fri",577,3,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"yes"
32,"technician","married","professional.course","no","no","yes","cellular","jul","wed",183,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
49,"services","married","high.school","no","no","no","cellular","aug","tue",344,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
31,"self-employed","married","university.degree","no","yes","no","cellular","jul","tue",242,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
47,"admin.","married","university.degree","no","no","yes","cellular","aug","mon",94,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
30,"student","single","university.degree","no","no","no","cellular","jul","tue",109,3,999,0,"nonexistent",-2.9,92.469,-33.6,0.908,5076.2,"no"
60,"blue-collar","married","basic.9y","unknown","yes","no","telephone","jun","thu",80,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
57,"blue-collar","married","high.school","no","yes","yes","cellular","apr","mon",2316,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.466,5099.1,"no"
60,"admin.","divorced","high.school","unknown","yes","no","cellular","may","fri",301,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
49,"entrepreneur","married","high.school","no","no","no","cellular","may","tue",141,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
25,"services","single","high.school","unknown","no","no","telephone","jul","wed",273,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
37,"management","married","high.school","unknown","no","no","telephone","may","wed",149,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
24,"admin.","single","high.school","no","no","no","cellular","jul","wed",220,5,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
40,"blue-collar","married","basic.6y","no","no","no","telephone","jun","mon",493,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
50,"blue-collar","married","basic.4y","no","yes","no","cellular","aug","tue",98,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
36,"admin.","single","high.school","no","yes","no","cellular","apr","fri",202,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
37,"blue-collar","married","basic.9y","no","no","no","telephone","jun","fri",15,7,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
33,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","thu",21,14,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
29,"management","married","university.degree","no","no","no","cellular","nov","fri",83,4,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
48,"management","married","university.degree","no","no","no","cellular","jul","thu",52,4,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
53,"management","divorced","university.degree","no","yes","no","cellular","apr","thu",297,1,2,1,"success",-1.8,93.075,-47.1,1.365,5099.1,"yes"
59,"retired","divorced","high.school","unknown","no","no","cellular","may","thu",97,2,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
30,"entrepreneur","single","high.school","no","no","yes","cellular","jul","tue",295,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
54,"admin.","married","university.degree","no","no","no","telephone","jun","tue",483,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
35,"technician","married","professional.course","no","no","no","cellular","jul","wed",151,8,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
42,"blue-collar","married","basic.6y","no","yes","yes","cellular","nov","tue",288,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
53,"services","married","university.degree","no","no","no","telephone","may","fri",45,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
34,"blue-collar","married","basic.6y","no","no","no","cellular","may","tue",319,2,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
40,"blue-collar","married","basic.4y","unknown","unknown","unknown","telephone","may","wed",374,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
34,"technician","divorced","unknown","no","yes","no","telephone","jul","thu",190,4,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
46,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","fri",134,10,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
31,"blue-collar","married","basic.9y","no","yes","no","cellular","may","thu",172,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
58,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",21,7,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
33,"services","married","high.school","unknown","no","no","cellular","nov","thu",130,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
34,"technician","divorced","unknown","no","yes","no","cellular","jul","thu",420,6,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
29,"unemployed","married","university.degree","no","yes","no","cellular","may","fri",317,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"yes"
32,"services","single","unknown","unknown","yes","yes","cellular","jul","tue",136,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
35,"blue-collar","married","basic.9y","no","no","yes","telephone","may","wed",58,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
32,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",457,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
53,"technician","married","unknown","no","no","no","telephone","jun","fri",51,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
46,"blue-collar","married","basic.9y","no","yes","no","cellular","may","mon",98,2,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,"no"
29,"admin.","single","university.degree","no","no","no","cellular","nov","thu",134,2,9,2,"failure",-3.4,92.649,-30.1,0.714,5017.5,"yes"
29,"admin.","married","university.degree","no","no","no","cellular","aug","thu",108,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
30,"admin.","married","high.school","no","yes","no","telephone","jun","tue",615,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
35,"admin.","single","university.degree","no","yes","no","cellular","nov","fri",530,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"yes"
32,"services","single","high.school","no","yes","no","cellular","jul","wed",318,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
30,"management","married","basic.9y","no","yes","no","telephone","may","tue",298,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"admin.","married","university.degree","no","yes","no","cellular","aug","thu",71,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
47,"services","married","high.school","unknown","yes","no","telephone","may","mon",147,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"blue-collar","married","basic.9y","no","yes","yes","telephone","jun","tue",118,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
32,"blue-collar","married","professional.course","no","no","no","telephone","may","mon",202,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
40,"technician","married","professional.course","no","no","no","cellular","apr","tue",274,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.453,5099.1,"no"
55,"entrepreneur","married","university.degree","unknown","yes","yes","cellular","nov","tue",157,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
49,"admin.","single","university.degree","no","yes","no","cellular","aug","mon",160,4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
42,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","mon",251,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
32,"blue-collar","single","basic.9y","no","yes","no","telephone","jun","wed",75,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
30,"self-employed","married","basic.9y","no","yes","no","telephone","may","fri",509,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
38,"admin.","married","university.degree","no","no","no","cellular","aug","tue",80,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
45,"blue-collar","divorced","high.school","unknown","yes","yes","cellular","jul","thu",112,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
38,"technician","single","professional.course","no","no","no","telephone","may","fri",214,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
48,"services","divorced","high.school","no","yes","no","cellular","apr","mon",25,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
37,"self-employed","married","professional.course","no","yes","yes","cellular","nov","mon",1024,1,5,1,"success",-3.4,92.649,-30.1,0.722,5017.5,"yes"
49,"admin.","married","high.school","no","no","no","cellular","jul","fri",366,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
35,"admin.","married","university.degree","no","yes","no","telephone","sep","wed",234,1,999,0,"nonexistent",-3.4,92.379,-29.8,0.753,5017.5,"yes"
53,"self-employed","married","basic.9y","no","yes","no","cellular","nov","mon",169,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
38,"entrepreneur","married","basic.6y","no","unknown","unknown","telephone","may","wed",234,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
38,"technician","married","university.degree","no","no","no","cellular","aug","mon",219,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
34,"blue-collar","married","basic.6y","no","no","no","telephone","jun","fri",238,3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
53,"retired","married","high.school","unknown","no","no","telephone","may","tue",15,13,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
56,"services","single","high.school","no","no","yes","cellular","jul","wed",52,5,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
55,"technician","divorced","professional.course","no","no","no","cellular","jul","tue",71,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
33,"blue-collar","single","basic.9y","unknown","yes","no","telephone","jun","mon",71,4,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
27,"admin.","single","high.school","unknown","no","no","telephone","may","fri",682,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"yes"
38,"technician","single","professional.course","no","no","no","telephone","jun","thu",574,4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
48,"technician","married","university.degree","no","no","no","cellular","aug","fri",209,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
47,"blue-collar","married","basic.4y","no","unknown","unknown","telephone","may","mon",170,8,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"technician","married","university.degree","no","no","yes","cellular","nov","wed",234,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
46,"technician","married","university.degree","unknown","no","no","cellular","aug","mon",139,1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
39,"management","married","university.degree","no","unknown","unknown","cellular","aug","tue",185,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
31,"admin.","married","university.degree","no","no","yes","cellular","aug","tue",824,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
45,"unknown","married","unknown","unknown","no","no","telephone","may","wed",17,13,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
57,"retired","married","basic.9y","unknown","yes","no","cellular","aug","fri",189,3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
37,"admin.","married","university.degree","unknown","no","yes","cellular","aug","thu",192,1,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
42,"entrepreneur","married","basic.9y","no","no","yes","cellular","apr","thu",127,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
50,"blue-collar","married","basic.4y","no","yes","no","cellular","aug","thu",198,4,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
31,"services","married","basic.9y","no","yes","no","cellular","jun","mon",208,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.266,5076.2,"no"
41,"housemaid","married","basic.9y","unknown","yes","no","telephone","may","tue",129,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
44,"technician","married","professional.course","no","no","no","cellular","aug","wed",85,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
27,"admin.","single","university.degree","no","yes","no","cellular","sep","tue",126,2,999,0,"nonexistent",-3.4,92.379,-29.8,0.77,5017.5,"yes"
55,"admin.","divorced","high.school","no","yes","no","cellular","jul","wed",127,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
34,"management","married","unknown","no","yes","no","telephone","may","fri",181,16,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"blue-collar","married","basic.9y","unknown","no","yes","telephone","may","fri",97,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
43,"admin.","married","university.degree","no","yes","no","cellular","nov","tue",255,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.715,5017.5,"yes"
33,"admin.","single","professional.course","no","yes","no","cellular","may","mon",1340,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"yes"
30,"blue-collar","married","basic.6y","no","no","no","cellular","nov","thu",340,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
47,"services","married","basic.4y","no","yes","yes","cellular","aug","tue",220,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
40,"admin.","single","university.degree","unknown","yes","no","telephone","may","wed",96,4,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
47,"services","divorced","university.degree","no","yes","yes","cellular","may","tue",336,1,15,3,"failure",-1.8,93.876,-40,0.688,5008.7,"yes"
49,"unemployed","divorced","basic.9y","unknown","no","no","cellular","jul","mon",326,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
44,"admin.","married","professional.course","no","no","no","cellular","nov","mon",200,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
32,"admin.","married","university.degree","no","no","no","cellular","nov","mon",178,2,999,1,"failure",-3.4,92.649,-30.1,0.715,5017.5,"no"
55,"blue-collar","married","professional.course","no","no","yes","cellular","may","fri",100,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
32,"admin.","single","university.degree","unknown","yes","no","telephone","jun","tue",211,5,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
45,"blue-collar","divorced","basic.9y","no","yes","no","telephone","may","wed",572,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
29,"blue-collar","married","basic.4y","no","no","no","cellular","nov","wed",219,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
34,"blue-collar","divorced","professional.course","no","no","yes","telephone","may","thu",291,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
31,"blue-collar","married","high.school","no","no","no","cellular","may","mon",128,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
31,"technician","divorced","professional.course","no","yes","no","cellular","aug","thu",310,2,999,1,"failure",-2.9,92.201,-31.4,0.883,5076.2,"yes"
27,"services","single","basic.9y","no","yes","yes","cellular","jul","tue",88,6,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
57,"admin.","married","university.degree","no","yes","yes","telephone","may","mon",616,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
49,"blue-collar","divorced","basic.6y","unknown","yes","no","cellular","jul","mon",364,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
34,"blue-collar","single","high.school","no","yes","no","cellular","jul","mon",435,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
45,"blue-collar","married","basic.9y","no","no","no","cellular","aug","wed",61,3,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
47,"blue-collar","married","basic.6y","unknown","no","no","cellular","jul","fri",51,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
51,"services","single","high.school","unknown","no","no","cellular","jul","thu",171,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
22,"services","single","high.school","no","yes","yes","cellular","jun","mon",181,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
56,"admin.","married","university.degree","unknown","yes","no","cellular","aug","wed",78,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
60,"retired","married","basic.6y","unknown","no","no","cellular","jul","thu",126,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
35,"blue-collar","single","unknown","no","yes","no","cellular","jul","mon",15,11,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
39,"admin.","married","high.school","no","no","no","cellular","aug","thu",315,2,4,1,"success",-2.9,92.201,-31.4,0.873,5076.2,"yes"
29,"technician","single","professional.course","no","no","no","cellular","aug","mon",165,2,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
31,"technician","married","university.degree","no","no","no","cellular","aug","fri",243,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
31,"technician","single","unknown","no","no","yes","cellular","may","fri",7,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
33,"blue-collar","single","basic.6y","no","yes","no","cellular","may","fri",474,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
39,"admin.","single","professional.course","no","yes","no","cellular","may","tue",209,5,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
31,"blue-collar","married","basic.6y","no","no","yes","cellular","jul","fri",173,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
32,"self-employed","married","high.school","no","yes","no","cellular","aug","wed",304,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
48,"services","married","professional.course","unknown","yes","no","cellular","jul","thu",55,5,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
41,"blue-collar","married","basic.4y","no","no","no","telephone","jun","thu",163,1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
29,"housemaid","single","high.school","no","no","no","telephone","may","fri",125,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
30,"blue-collar","single","basic.9y","no","no","no","cellular","may","thu",151,2,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
39,"technician","married","university.degree","no","yes","yes","cellular","jul","wed",63,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
35,"management","married","university.degree","no","yes","yes","telephone","nov","wed",377,3,0,2,"success",-0.1,93.2,-42,4.12,5195.8,"no"
41,"admin.","married","high.school","no","no","no","telephone","jul","thu",412,1,999,0,"nonexistent",1.4,93.918,-42.7,4.966,5228.1,"no"
32,"management","married","high.school","no","no","no","telephone","jun","fri",143,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
28,"admin.","single","university.degree","no","no","no","telephone","may","mon",108,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"blue-collar","married","basic.6y","unknown","yes","no","cellular","jul","tue",126,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
